time,P,G(i),H_sun,T2m,WS10m,Int
20160626:1209,28.09,808.99,56.39,29.86,4.98,0.0
20160626:1309,22.1,628.76,43.65,28.66,5.16,0.0
20160626:1409,14.16,413.02,30.99,27.45,5.34,0.0
20160626:1509,5.45,191.36,18.58,26.25,5.52,0.0
20160626:1609,0.83,36.94,6.6,24.92,4.8,0.0
20160626:1709,0.0,0.0,0.0,23.59,4.08,0.0
20160626:1809,0.0,0.0,0.0,22.26,3.37,0.0
20160626:1909,0.0,0.0,0.0,21.94,3.06,0.0
20160626:2009,0.0,0.0,0.0,21.62,2.75,0.0
20160626:2109,0.0,0.0,0.0,21.31,2.44,0.0
20160626:2209,0.0,0.0,0.0,21.16,2.25,0.0
20160626:2309,0.0,0.0,0.0,21.01,2.06,0.0
20160627:0009,0.0,0.0,0.0,20.86,1.86,0.0
20160627:0109,0.0,0.0,0.0,20.84,1.89,0.0
20160627:0209,0.0,0.0,0.0,20.82,1.93,0.0
20160627:0309,0.24,16.62,5.63,20.8,1.96,0.0
20160627:0409,3.99,136.05,17.57,22.28,2.28,0.0
20160627:0509,11.04,330.97,29.95,23.76,2.6,0.0
20160627:0609,19.65,559.97,42.6,25.24,2.92,0.0
20160627:0709,26.49,756.35,55.34,26.26,3.49,0.0
20160627:0809,31.45,908.54,67.87,27.28,4.05,0.0
20160627:0909,34.1,993.04,78.89,28.31,4.61,0.0
20160627:1009,34.94,1016.19,79.59,28.24,4.88,0.0
20160627:1109,33.16,955.85,68.9,28.16,5.15,0.0
20160627:1209,28.87,821.76,56.41,28.09,5.42,0.0
20160627:1309,22.66,638.05,43.68,26.81,5.35,0.0
20160627:1409,14.41,416.64,31.01,25.54,5.27,0.0
20160627:1509,5.51,193.22,18.6,24.26,5.2,0.0
20160627:1609,0.84,36.94,6.62,23.26,4.41,0.0
20160627:1709,0.0,0.0,0.0,22.27,3.63,0.0
20160627:1809,0.0,0.0,0.0,21.27,2.84,0.0
20160627:1909,0.0,0.0,0.0,20.99,2.67,0.0
20160627:2009,0.0,0.0,0.0,20.7,2.5,0.0
20160627:2109,0.0,0.0,0.0,20.42,2.33,0.0
20160627:2209,0.0,0.0,0.0,20.17,2.24,0.0
20160627:2309,0.0,0.0,0.0,19.91,2.16,0.0
20160628:0009,0.0,0.0,0.0,19.66,2.07,0.0
20160628:0109,0.0,0.0,0.0,19.73,1.99,0.0
20160628:0209,0.0,0.0,0.0,19.81,1.91,0.0
20160628:0309,0.68,31.4,5.57,19.88,1.83,0.0
20160628:0409,3.67,118.81,17.51,21.09,1.92,0.0
20160628:0509,7.08,209.32,29.89,22.3,2.0,0.0
20160628:0609,17.14,487.58,42.54,23.51,2.08,0.0
20160628:0709,21.05,599.62,55.28,24.35,2.44,0.0
20160628:0809,26.5,762.81,67.81,25.19,2.8,0.0
20160628:0909,31.52,918.44,78.83,26.04,3.16,0.0
20160628:1009,28.8,833.16,79.58,26.31,3.52,0.0
20160628:1109,27.09,778.38,68.93,26.58,3.88,0.0
20160628:1209,26.7,761.42,56.44,26.85,4.23,0.0
20160628:1309,20.09,568.03,43.7,26.21,4.3,0.0
20160628:1409,13.23,382.8,31.04,25.57,4.37,0.0
20160628:1509,5.5,184.2,18.63,24.93,4.44,0.0
20160628:1609,0.93,39.71,6.64,23.99,3.81,0.0
20160628:1709,0.0,0.0,0.0,23.06,3.17,0.0
20160628:1809,0.0,0.0,0.0,22.12,2.54,0.0
20160628:1909,0.0,0.0,0.0,22.04,2.08,0.0
20160628:2009,0.0,0.0,0.0,21.96,1.63,0.0
20160628:2109,0.0,0.0,0.0,21.89,1.17,0.0
20160628:2209,0.0,0.0,0.0,21.37,1.13,0.0
20160628:2309,0.0,0.0,0.0,20.85,1.09,0.0
20160629:0009,0.0,0.0,0.0,20.33,1.05,0.0
20160629:0109,0.0,0.0,0.0,20.12,1.07,0.0
20160629:0209,0.0,0.0,0.0,19.92,1.09,0.0
20160629:0309,0.0,4.62,5.5,19.71,1.1,0.0
20160629:0409,0.74,33.5,17.44,21.47,1.34,0.0
20160629:0509,8.26,243.94,29.83,23.23,1.57,0.0
20160629:0609,14.87,427.37,42.48,24.99,1.81,0.0
20160629:0709,22.48,647.83,55.22,25.98,2.17,0.0
20160629:0809,30.32,889.24,67.75,26.97,2.52,0.0
20160629:0909,33.01,978.42,78.76,27.97,2.88,0.0
20160629:1009,32.84,969.83,79.56,28.28,3.27,0.0
20160629:1109,32.0,937.4,68.94,28.6,3.66,0.0
20160629:1209,27.96,807.54,56.46,28.91,4.04,0.0
20160629:1309,22.02,627.43,43.73,27.83,4.25,0.0
20160629:1409,14.17,412.96,31.06,26.76,4.46,0.0
20160629:1509,5.51,193.67,18.64,25.68,4.66,0.0
20160629:1609,0.83,36.94,6.65,24.4,3.96,0.0
20160629:1709,0.0,0.0,0.0,23.13,3.26,0.0
20160629:1809,0.0,0.0,0.0,21.85,2.57,0.0
20160629:1909,0.0,0.0,0.0,21.21,2.24,0.0
20160629:2009,0.0,0.0,0.0,20.57,1.91,0.0
20160629:2109,0.0,0.0,0.0,19.94,1.59,0.0
20160629:2209,0.0,0.0,0.0,19.72,1.45,0.0
20160629:2309,0.0,0.0,0.0,19.5,1.32,0.0
20160630:0009,0.0,0.0,0.0,19.28,1.19,0.0
20160630:0109,0.0,0.0,0.0,19.14,0.95,0.0
20160630:0209,0.0,0.0,0.0,19.01,0.72,0.0
20160630:0309,0.65,30.48,5.43,18.87,0.48,0.0
20160630:0409,3.23,127.26,17.38,20.53,0.8,0.0
20160630:0509,11.1,335.27,29.76,22.19,1.11,0.0
20160630:0609,19.68,564.7,42.41,23.86,1.42,0.0
20160630:0709,26.42,761.12,55.15,25.17,2.14,0.0
20160630:0809,31.27,911.7,67.68,26.48,2.86,0.0
20160630:0909,33.67,988.64,78.69,27.8,3.57,0.0
20160630:1009,34.35,1007.3,79.54,27.94,3.89,0.0
20160630:1109,32.44,942.45,68.95,28.08,4.22,0.0
20160630:1209,28.46,816.02,56.48,28.22,4.54,0.0
20160630:1309,22.4,634.64,43.75,27.29,4.67,0.0
20160630:1409,14.38,417.63,31.08,26.36,4.8,0.0
20160630:1509,5.55,194.99,18.66,25.43,4.94,0.0
20160630:1609,0.87,37.86,6.66,24.16,4.29,0.0
20160630:1709,0.0,0.0,0.0,22.9,3.64,0.0
20160630:1809,0.0,0.0,0.0,21.63,2.99,0.0
20160630:1909,0.0,0.0,0.0,21.14,2.7,0.0
20160630:2009,0.0,0.0,0.0,20.65,2.41,0.0
20160630:2109,0.0,0.0,0.0,20.16,2.12,0.0
20160630:2209,0.0,0.0,0.0,19.74,1.9,0.0
20160630:2309,0.0,0.0,0.0,19.32,1.68,0.0
20160701:0009,0.0,0.0,0.0,18.9,1.46,0.0
20160701:0109,0.0,0.0,0.0,18.86,1.35,0.0
20160701:0209,0.0,0.0,0.0,18.81,1.24,0.0
20160701:0309,0.48,24.94,5.36,18.76,1.13,0.0
20160701:0409,2.96,97.36,17.31,20.38,1.37,0.0
20160701:0509,9.96,293.18,29.7,21.99,1.61,0.0
20160701:0609,19.06,543.54,42.35,23.6,1.85,0.0
20160701:0709,26.08,747.08,55.09,24.73,2.35,0.0
20160701:0809,30.78,893.75,67.61,25.87,2.86,0.0
20160701:0909,33.41,978.86,78.61,27.0,3.37,0.0
20160701:1009,33.77,987.25,79.51,27.2,3.73,0.0
20160701:1109,32.25,934.5,68.96,27.4,4.1,0.0
20160701:1209,28.43,812.73,56.5,27.6,4.47,0.0
20160701:1309,22.48,634.82,43.76,26.49,4.52,0.0
20160701:1409,14.37,415.63,31.09,25.39,4.57,0.0
20160701:1509,5.56,194.22,18.67,24.29,4.62,0.0
20160701:1609,0.84,36.94,6.66,23.03,3.98,0.0
20160701:1709,0.0,0.0,0.0,21.78,3.34,0.0
20160701:1809,0.0,0.0,0.0,20.53,2.7,0.0
20160701:1909,0.0,0.0,0.0,19.89,2.34,0.0
20160701:2009,0.0,0.0,0.0,19.26,1.97,0.0
20160701:2109,0.0,0.0,0.0,18.63,1.6,0.0
20160701:2209,0.0,0.0,0.0,18.5,1.42,0.0
20160701:2309,0.0,0.0,0.0,18.38,1.23,0.0
20160702:0009,0.0,0.0,0.0,18.25,1.05,0.0
20160702:0109,0.0,0.0,0.0,17.91,1.05,0.0
20160702:0209,0.0,0.0,0.0,17.56,1.06,0.0
20160702:0309,0.01,6.46,5.29,17.21,1.06,0.0
20160702:0409,2.1,72.74,17.24,19.09,1.15,0.0
20160702:0509,10.38,306.4,29.63,20.97,1.25,0.0
20160702:0609,19.4,554.23,42.28,22.85,1.34,0.0
20160702:0709,26.2,753.44,55.02,24.29,1.87,0.0
20160702:0809,30.91,902.66,67.54,25.72,2.4,0.0
20160702:0909,33.52,989.24,78.53,27.16,2.92,0.0
20160702:1009,34.42,1013.52,79.48,27.59,3.42,0.0
20160702:1109,32.74,954.35,68.97,28.02,3.92,0.0
20160702:1209,28.74,825.82,56.51,28.46,4.41,0.0
20160702:1309,22.85,647.78,43.78,27.53,4.67,0.0
20160702:1409,14.46,420.31,31.1,26.6,4.92,0.0
20160702:1509,5.54,196.4,18.68,25.68,5.17,0.0
20160702:1609,0.83,36.94,6.66,24.29,4.37,0.0
20160702:1709,0.0,0.0,0.0,22.9,3.57,0.0
20160702:1809,0.0,0.0,0.0,21.52,2.77,0.0
20160702:1909,0.0,0.0,0.0,21.01,2.3,0.0
20160702:2009,0.0,0.0,0.0,20.5,1.83,0.0
20160702:2109,0.0,0.0,0.0,20.0,1.35,0.0
20160702:2209,0.0,0.0,0.0,19.55,1.36,0.0
20160702:2309,0.0,0.0,0.0,19.1,1.37,0.0
20160703:0009,0.0,0.0,0.0,18.65,1.38,0.0
20160703:0109,0.0,0.0,0.0,18.71,1.36,0.0
20160703:0209,0.0,0.0,0.0,18.77,1.33,0.0
20160703:0309,0.15,12.93,5.21,18.83,1.31,0.0
20160703:0409,2.15,74.65,17.16,20.64,1.55,0.0
20160703:0509,9.65,284.24,29.56,22.45,1.8,0.0
20160703:0609,19.05,544.06,42.21,24.25,2.04,0.0
20160703:0709,26.12,749.91,54.95,25.55,2.51,0.0
20160703:0809,30.68,893.69,67.47,26.86,2.99,0.0
20160703:0909,33.43,984.34,78.45,28.16,3.46,0.0
20160703:1009,33.94,998.49,79.43,28.53,3.83,0.0
20160703:1109,32.23,940.23,68.97,28.9,4.2,0.0
20160703:1209,28.41,818.42,56.52,29.27,4.57,0.0
20160703:1309,22.32,635.93,43.79,28.37,4.57,0.0
20160703:1409,14.3,417.64,31.11,27.47,4.57,0.0
20160703:1509,5.56,196.04,18.68,26.58,4.58,0.0
20160703:1609,0.83,36.94,6.66,25.06,3.84,0.0
20160703:1709,0.0,0.0,0.0,23.54,3.11,0.0
20160703:1809,0.0,0.0,0.0,22.02,2.37,0.0
20160703:1909,0.0,0.0,0.0,21.66,1.95,0.0
20160703:2009,0.0,0.0,0.0,21.3,1.54,0.0
20160703:2109,0.0,0.0,0.0,20.95,1.12,0.0
20160703:2209,0.0,0.0,0.0,20.15,1.23,0.0
20160703:2309,0.0,0.0,0.0,19.35,1.34,0.0
20160704:0009,0.0,0.0,0.0,18.55,1.45,0.0
20160704:0109,0.0,0.0,0.0,18.53,1.38,0.0
20160704:0209,0.0,0.0,0.0,18.51,1.32,0.0
20160704:0309,0.0,3.69,5.13,18.48,1.26,0.0
20160704:0409,2.82,93.53,17.09,20.58,1.55,0.0
20160704:0509,8.75,257.58,29.49,22.68,1.84,0.0
20160704:0609,15.77,451.56,42.14,24.77,2.14,0.0
20160704:0709,24.4,701.4,54.88,26.05,2.55,0.0
20160704:0809,30.3,884.69,67.39,27.34,2.97,0.0
20160704:0909,33.17,979.47,78.36,28.62,3.38,0.0
20160704:1009,33.69,993.53,79.39,28.85,3.73,0.0
20160704:1109,32.18,940.88,68.96,29.09,4.08,0.0
20160704:1209,28.23,814.55,56.53,29.33,4.43,0.0
20160704:1309,22.38,637.55,43.79,28.15,4.44,0.0
20160704:1409,14.35,418.11,31.12,26.97,4.46,0.0
20160704:1509,5.6,196.5,18.68,25.79,4.47,0.0
20160704:1609,0.83,36.94,6.65,24.44,3.75,0.0
20160704:1709,0.0,0.0,0.0,23.1,3.03,0.0
20160704:1809,0.0,0.0,0.0,21.76,2.32,0.0
20160704:1909,0.0,0.0,0.0,21.23,2.0,0.0
20160704:2009,0.0,0.0,0.0,20.7,1.67,0.0
20160704:2109,0.0,0.0,0.0,20.17,1.35,0.0
20160704:2209,0.0,0.0,0.0,19.78,1.37,0.0
20160704:2309,0.0,0.0,0.0,19.4,1.4,0.0
20160705:0009,0.0,0.0,0.0,19.01,1.42,0.0
20160705:0109,0.0,0.0,0.0,19.04,1.34,0.0
20160705:0209,0.0,0.0,0.0,19.07,1.26,0.0
20160705:0309,0.45,24.01,5.05,19.09,1.19,0.0
20160705:0409,3.74,122.59,17.01,21.09,1.41,0.0
20160705:0509,9.24,272.85,29.41,23.09,1.64,0.0
20160705:0609,17.01,488.63,42.07,25.08,1.86,0.0
20160705:0709,25.21,727.97,54.81,26.11,2.21,0.0
20160705:0809,28.91,845.84,67.31,27.13,2.55,0.0
20160705:0909,30.33,894.44,78.26,28.16,2.9,0.0
20160705:1009,32.31,953.79,79.33,28.45,3.29,0.0
20160705:1109,31.79,931.31,68.95,28.74,3.68,0.0
20160705:1209,28.09,811.71,56.53,29.04,4.07,0.0
20160705:1309,22.26,634.85,43.8,28.05,4.19,0.0
20160705:1409,14.06,409.79,31.12,27.07,4.31,0.0
20160705:1509,5.57,196.12,18.67,26.09,4.43,0.0
20160705:1609,0.86,37.86,6.64,24.75,3.8,0.0
20160705:1709,0.0,0.0,0.0,23.41,3.17,0.0
20160705:1809,0.0,0.0,0.0,22.08,2.54,0.0
20160705:1909,0.0,0.0,0.0,21.54,2.12,0.0
20160705:2009,0.0,0.0,0.0,21.0,1.71,0.0
20160705:2109,0.0,0.0,0.0,20.47,1.3,0.0
20160705:2209,0.0,0.0,0.0,20.29,1.11,0.0
20160705:2309,0.0,0.0,0.0,20.11,0.92,0.0
20160706:0009,0.0,0.0,0.0,19.92,0.73,0.0
20160706:0109,0.0,0.0,0.0,19.12,0.95,0.0
20160706:0209,0.0,0.0,0.0,18.32,1.17,0.0
20160706:0309,0.27,17.55,4.97,17.51,1.39,0.0
20160706:0409,3.72,129.6,16.93,20.07,1.42,0.0
20160706:0509,10.39,310.19,29.34,22.63,1.44,0.0
20160706:0609,18.89,545.22,42.0,25.18,1.46,0.0
20160706:0709,25.63,745.61,54.73,26.69,1.89,0.0
20160706:0809,30.34,897.79,67.23,28.2,2.33,0.0
20160706:0909,32.89,985.27,78.16,29.71,2.76,0.0
20160706:1009,33.47,1000.51,79.27,30.09,3.2,0.0
20160706:1109,31.67,936.7,68.94,30.48,3.63,0.0
20160706:1209,28.13,820.55,56.52,30.87,4.07,0.0
20160706:1309,22.11,635.57,43.79,29.68,4.21,0.0
20160706:1409,14.29,419.47,31.11,28.49,4.34,0.0
20160706:1509,5.57,196.53,18.66,27.3,4.48,0.0
20160706:1609,0.8,36.02,6.62,25.71,3.77,0.0
20160706:1709,0.0,0.0,0.0,24.12,3.05,0.0
20160706:1809,0.0,0.0,0.0,22.54,2.33,0.0
20160706:1909,0.0,0.0,0.0,22.04,2.0,0.0
20160706:2009,0.0,0.0,0.0,21.55,1.66,0.0
20160706:2109,0.0,0.0,0.0,21.06,1.32,0.0
20160706:2209,0.0,0.0,0.0,20.68,1.11,0.0
20160706:2309,0.0,0.0,0.0,20.3,0.89,0.0
20160707:0009,0.0,0.0,0.0,19.92,0.68,0.0
20160707:0109,0.0,0.0,0.0,20.01,0.7,0.0
20160707:0209,0.0,0.0,0.0,20.1,0.72,0.0
20160707:0309,0.5,25.86,4.88,20.18,0.74,0.0
20160707:0409,2.55,115.11,16.85,22.12,0.9,0.0
20160707:0509,10.83,332.38,29.26,24.05,1.05,0.0
20160707:0609,19.2,557.98,41.92,25.98,1.2,0.0
20160707:0709,25.8,755.31,54.66,27.5,1.74,0.0
20160707:0809,30.35,902.76,67.15,29.02,2.29,0.0
20160707:0909,32.94,990.51,78.06,30.54,2.83,0.0
20160707:1009,32.26,963.69,79.2,30.68,3.28,0.0
20160707:1109,32.15,952.35,68.92,30.82,3.74,0.0
20160707:1209,28.45,829.45,56.52,30.97,4.19,0.0
20160707:1309,22.46,645.55,43.79,29.73,4.28,0.0
20160707:1409,14.35,421.33,31.1,28.5,4.36,0.0
20160707:1509,5.56,198.05,18.65,27.27,4.44,0.0
20160707:1609,0.83,36.94,6.6,25.71,3.8,0.0
20160707:1709,0.0,0.0,0.0,24.15,3.15,0.0
20160707:1809,0.0,0.0,0.0,22.59,2.51,0.0
20160707:1909,0.0,0.0,0.0,21.8,2.18,0.0
20160707:2009,0.0,0.0,0.0,21.01,1.85,0.0
20160707:2109,0.0,0.0,0.0,20.22,1.52,0.0
20160707:2209,0.0,0.0,0.0,19.89,1.32,0.0
20160707:2309,0.0,0.0,0.0,19.56,1.12,0.0
20160708:0009,0.0,0.0,0.0,19.22,0.92,0.0
20160708:0109,0.0,0.0,0.0,19.34,0.64,0.0
20160708:0209,0.0,0.0,0.0,19.46,0.36,0.0
20160708:0309,0.17,13.85,4.79,19.58,0.08,0.0
20160708:0409,3.61,127.78,16.77,21.3,0.38,0.0
20160708:0509,9.64,287.19,29.18,23.01,0.68,0.0
20160708:0609,17.31,500.6,41.84,24.72,0.98,0.0
20160708:0709,25.7,748.03,54.58,26.01,1.6,0.0
20160708:0809,30.31,893.92,67.07,27.3,2.22,0.0
20160708:0909,32.96,980.34,77.95,28.59,2.84,0.0
20160708:1009,33.38,990.88,79.12,28.87,3.21,0.0
20160708:1109,31.91,938.32,68.89,29.15,3.58,0.0
20160708:1209,28.2,817.63,56.51,29.44,3.94,0.0
20160708:1309,22.32,637.12,43.78,28.22,4.15,0.0
20160708:1409,14.41,419.91,31.09,27.0,4.35,0.0
20160708:1509,5.64,196.93,18.63,25.79,4.55,0.0
20160708:1609,0.8,36.02,6.57,24.41,3.94,0.0
20160708:1709,0.0,0.0,0.0,23.04,3.34,0.0
20160708:1809,0.0,0.0,0.0,21.67,2.73,0.0
20160708:1909,0.0,0.0,0.0,20.89,2.39,0.0
20160708:2009,0.0,0.0,0.0,20.11,2.04,0.0
20160708:2109,0.0,0.0,0.0,19.33,1.7,0.0
20160708:2209,0.0,0.0,0.0,19.71,1.31,0.0
20160708:2309,0.0,0.0,0.0,20.09,0.92,0.0
20160709:0009,0.0,0.0,0.0,20.47,0.54,0.0
20160709:0109,0.0,0.0,0.0,20.12,0.46,0.0
20160709:0209,0.0,0.0,0.0,19.77,0.39,0.0
20160709:0309,0.03,7.39,4.7,19.42,0.32,0.0
20160709:0409,3.4,124.79,16.68,20.9,0.37,0.0
20160709:0509,10.77,328.62,29.1,22.37,0.43,0.0
20160709:0609,19.02,552.0,41.77,23.84,0.48,0.0
20160709:0709,25.7,751.76,54.5,25.4,1.09,0.0
20160709:0809,30.23,898.02,66.98,26.97,1.69,0.0
20160709:0909,32.72,981.17,77.83,28.53,2.29,0.0
20160709:1009,33.34,996.39,79.04,28.95,2.77,0.0
20160709:1109,31.93,943.88,68.87,29.38,3.26,0.0
20160709:1209,28.12,818.51,56.49,29.81,3.74,0.0
20160709:1309,22.25,637.96,43.77,28.87,3.99,0.0
20160709:1409,14.37,420.64,31.08,27.93,4.23,0.0
20160709:1509,5.64,197.35,18.61,27.0,4.48,0.0
20160709:1609,0.83,36.94,6.54,25.42,3.96,0.0
20160709:1709,0.0,0.0,0.0,23.85,3.44,0.0
20160709:1809,0.0,0.0,0.0,22.28,2.92,0.0
20160709:1909,0.0,0.0,0.0,21.47,2.58,0.0
20160709:2009,0.0,0.0,0.0,20.67,2.23,0.0
20160709:2109,0.0,0.0,0.0,19.87,1.89,0.0
20160709:2209,0.0,0.0,0.0,19.75,1.57,0.0
20160709:2309,0.0,0.0,0.0,19.63,1.25,0.0
20160710:0009,0.0,0.0,0.0,19.5,0.92,0.0
20160710:0109,0.0,0.0,0.0,19.61,0.84,0.0
20160710:0209,0.0,0.0,0.0,19.71,0.75,0.0
20160710:0309,0.45,24.01,4.6,19.81,0.66,0.0
20160710:0409,3.0,119.94,16.59,21.39,0.76,0.0
20160710:0509,10.68,325.63,29.01,22.97,0.86,0.0
20160710:0609,19.0,549.93,41.69,24.54,0.95,0.0
20160710:0709,25.83,751.57,54.42,26.1,1.66,0.0
20160710:0809,30.47,898.88,66.89,27.67,2.37,0.0
20160710:0909,32.98,981.08,77.72,29.23,3.08,0.0
20160710:1009,33.93,1007.59,78.95,29.58,3.54,0.0
20160710:1109,32.14,944.82,68.83,29.93,4.0,0.0
20160710:1209,28.39,823.06,56.47,30.28,4.46,0.0
20160710:1309,22.44,641.34,43.75,29.15,4.69,0.0
20160710:1409,14.48,422.72,31.06,28.02,4.93,0.0
20160710:1509,5.65,197.99,18.58,26.9,5.17,0.0
20160710:1609,0.8,36.02,6.51,25.46,4.46,0.0
20160710:1709,0.0,0.0,0.0,24.03,3.76,0.0
20160710:1809,0.0,0.0,0.0,22.6,3.05,0.0
20160710:1909,0.0,0.0,0.0,21.94,2.65,0.0
20160710:2009,0.0,0.0,0.0,21.28,2.26,0.0
20160710:2109,0.0,0.0,0.0,20.62,1.86,0.0
20160710:2209,0.0,0.0,0.0,20.61,1.56,0.0
20160710:2309,0.0,0.0,0.0,20.61,1.26,0.0
20160711:0009,0.0,0.0,0.0,20.6,0.95,0.0
20160711:0109,0.0,0.0,0.0,20.23,0.91,0.0
20160711:0209,0.0,0.0,0.0,19.86,0.88,0.0
20160711:0309,0.01,6.46,4.51,19.48,0.84,0.0
20160711:0409,3.69,125.23,16.5,21.37,0.97,0.0
20160711:0509,10.5,318.19,28.93,23.26,1.09,0.0
20160711:0609,18.91,547.08,41.6,25.15,1.21,0.0
20160711:0709,25.7,747.39,54.34,26.68,1.91,0.0
20160711:0809,30.49,898.8,66.8,28.22,2.61,0.0
20160711:0909,33.17,986.52,77.59,29.75,3.31,0.0
20160711:1009,33.81,1002.94,78.85,30.0,3.78,0.0
20160711:1109,32.2,945.81,68.79,30.26,4.25,0.0
20160711:1209,28.32,820.44,56.45,30.52,4.72,0.0
20160711:1309,22.35,638.81,43.73,29.37,4.89,0.0
20160711:1409,14.43,421.35,31.03,28.22,5.07,0.0
20160711:1509,5.65,197.91,18.55,27.08,5.24,0.0
20160711:1609,0.8,36.02,6.47,25.53,4.51,0.0
20160711:1709,0.0,0.0,0.0,23.98,3.77,0.0
20160711:1809,0.0,0.0,0.0,22.44,3.03,0.0
20160711:1909,0.0,0.0,0.0,21.62,2.62,0.0
20160711:2009,0.0,0.0,0.0,20.8,2.21,0.0
20160711:2109,0.0,0.0,0.0,19.99,1.79,0.0
20160711:2209,0.0,0.0,0.0,19.95,1.46,0.0
20160711:2309,0.0,0.0,0.0,19.91,1.13,0.0
20160712:0009,0.0,0.0,0.0,19.86,0.8,0.0
20160712:0109,0.0,0.0,0.0,19.96,0.7,0.0
20160712:0209,0.0,0.0,0.0,20.05,0.61,0.0
20160712:0309,0.32,19.39,4.41,20.14,0.51,0.0
20160712:0409,2.82,116.8,16.41,21.72,0.63,0.0
20160712:0509,10.72,329.49,28.85,23.29,0.74,0.0
20160712:0609,19.06,553.12,41.52,24.86,0.86,0.0
20160712:0709,25.95,757.48,54.26,26.51,1.58,0.0
20160712:0809,30.64,907.38,66.71,28.17,2.31,0.0
20160712:0909,33.52,1002.09,77.47,29.82,3.03,0.0
20160712:1009,34.01,1014.26,78.75,30.27,3.53,0.0
20160712:1109,32.54,960.85,68.75,30.73,4.03,0.0
20160712:1209,28.9,841.48,56.42,31.19,4.52,0.0
20160712:1309,22.65,649.16,43.7,30.13,5.02,0.0
20160712:1409,14.61,427.88,31.0,29.08,5.51,0.0
20160712:1509,5.63,198.74,18.52,28.03,6.0,0.0
20160712:1609,0.77,35.09,6.42,26.49,5.3,0.0
20160712:1709,0.0,0.0,0.0,24.95,4.6,0.0
20160712:1809,0.0,0.0,0.0,23.41,3.9,0.0
20160712:1909,0.0,0.0,0.0,22.8,3.29,0.0
20160712:2009,0.0,0.0,0.0,22.19,2.68,0.0
20160712:2109,0.0,0.0,0.0,21.58,2.07,0.0
20160712:2209,0.0,0.0,0.0,21.11,1.77,0.0
20160712:2309,0.0,0.0,0.0,20.65,1.47,0.0
20160713:0009,0.0,0.0,0.0,20.18,1.17,0.0
20160713:0109,0.0,0.0,0.0,19.86,1.14,0.0
20160713:0209,0.0,0.0,0.0,19.54,1.12,0.0
20160713:0309,0.42,23.09,4.31,19.22,1.09,0.0
20160713:0409,2.62,113.14,16.32,21.21,1.17,0.0
20160713:0509,10.73,328.56,28.76,23.19,1.25,0.0
20160713:0609,19.13,552.99,41.44,25.17,1.32,0.0
20160713:0709,25.88,751.3,54.17,26.81,2.09,0.0
20160713:0809,30.55,898.74,66.61,28.45,2.85,0.0
20160713:0909,33.27,987.58,77.34,30.09,3.61,0.0
20160713:1009,33.85,1004.06,78.64,30.44,4.01,0.0
20160713:1109,32.2,946.95,68.7,30.79,4.41,0.0
20160713:1209,28.29,821.52,56.39,31.14,4.81,0.0
20160713:1309,22.37,639.82,43.67,29.75,5.02,0.0
20160713:1409,14.46,422.16,30.97,28.37,5.23,0.0
20160713:1509,5.66,197.4,18.48,26.99,5.43,0.0
20160713:1609,0.77,35.09,6.37,25.51,4.75,0.0
20160713:1709,0.0,0.0,0.0,24.03,4.06,0.0
20160713:1809,0.0,0.0,0.0,22.56,3.38,0.0
20160713:1909,0.0,0.0,0.0,21.98,2.94,0.0
20160713:2009,0.0,0.0,0.0,21.4,2.5,0.0
20160713:2109,0.0,0.0,0.0,20.83,2.06,0.0
20160713:2209,0.0,0.0,0.0,20.4,1.74,0.0
20160713:2309,0.0,0.0,0.0,19.97,1.42,0.0
20160714:0009,0.0,0.0,0.0,19.54,1.1,0.0
20160714:0109,0.0,0.0,0.0,19.39,0.96,0.0
20160714:0209,0.0,0.0,0.0,19.24,0.82,0.0
20160714:0309,0.0,4.62,4.2,19.08,0.68,0.0
20160714:0409,2.81,93.91,16.23,21.11,0.89,0.0
20160714:0509,10.63,324.62,28.67,23.13,1.11,0.0
20160714:0609,19.04,550.23,41.35,25.15,1.32,0.0
20160714:0709,25.86,751.31,54.09,26.58,1.95,0.0
20160714:0809,30.54,899.8,66.51,28.02,2.58,0.0
20160714:0909,33.07,983.13,77.2,29.45,3.21,0.0
20160714:1009,33.9,1005.19,78.52,29.68,3.71,0.0
20160714:1109,32.32,948.08,68.64,29.91,4.22,0.0
20160714:1209,28.45,822.65,56.35,30.14,4.72,0.0
20160714:1309,22.58,644.34,43.64,28.94,4.78,0.0
20160714:1409,14.52,423.04,30.93,27.75,4.84,0.0
20160714:1509,5.7,198.23,18.43,26.56,4.9,0.0
20160714:1609,0.77,35.09,6.32,25.22,4.26,0.0
20160714:1709,0.0,0.0,0.0,23.89,3.62,0.0
20160714:1809,0.0,0.0,0.0,22.56,2.98,0.0
20160714:1909,0.0,0.0,0.0,22.08,2.71,0.0
20160714:2009,0.0,0.0,0.0,21.6,2.45,0.0
20160714:2109,0.0,0.0,0.0,21.12,2.18,0.0
20160714:2209,0.0,0.0,0.0,20.65,1.85,0.0
20160714:2309,0.0,0.0,0.0,20.18,1.53,0.0
20160715:0009,0.0,0.0,0.0,19.71,1.2,0.0
20160715:0109,0.0,0.0,0.0,20.06,0.92,0.0
20160715:0209,0.0,0.0,0.0,20.41,0.64,0.0
20160715:0309,0.34,20.32,4.1,20.75,0.36,0.0
20160715:0409,2.63,112.59,16.13,22.23,0.53,0.0
20160715:0509,10.6,326.23,28.58,23.71,0.71,0.0
